Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
"Engenharias, Ciências Exatas e da Terra",Física,Vilson Tonin Zanchin,Homem,PQ-2,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vinicius Antonio Bocaline Zagatto,Homem,PQ-C,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vinicius Danilo Nonato Bezzon,Homem,PQ-2,UFOP,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vinícius Manzoni Vieira,Homem,PQ-C,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Vinícius da Silva Ramos de Sousa,Homem,PQ-C,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Virgílio de Carvalho dos Anjos,Homem,PQ-1C,UFJF,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vitor Santaella Zanuto,Homem,PQ-C,UEM,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Vitorio Alberto De Lorenci,Homem,PQ-2,UNIFEI,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Viviane Pilla,Mulher,PQ-2,UFU,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vladislav Kupriyanov,Homem,PQ-C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vívian Vanessa França Henn,Mulher,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wagner de Paula Carvalho,Homem,PQ-C,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Walber Hugo de Brito,Homem,PQ-2,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Waldeci Paraguassu Feio,Homem,PQ-2,UFPA,PA,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Waldemar Augusto de Almeida Macedo,Homem,PQ-1B,CNEN,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Waldir Avansi Junior,Homem,PQ-2,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Waldomiro Gomes Paschoal Junior,Homem,PQ-2,UFPA,PA,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Wallace de Castro Nunes,Homem,PQ-C,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wallance Moreira Pazin,Homem,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wandearley da Silva Dias,Homem,PQ-C,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Wandemberg Paiva Ferreira,Homem,PQ-C,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Wanderlã Luis Scopel,Homem,PQ-2,UFES,ES,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wania Wolff,Mulher,PQ-C,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wanius José Garcia da Silva,Homem,PQ-2,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wayne Leonardo Silva de Paula,Homem,PQ-1D,ITA,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wei Chen,Homem,PQ-2,PUC-Rio,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Weiliang Qian,Homem,PQ-1D,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Welber Gianini Quirino,Homem,PQ-2,UFJF,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Welles Antonio Martinez Morgado,Homem,PQ-2,PUC-Rio,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wendel Silva Paz,Homem,PQ-C,UFES,ES,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wesley Bueno Cardoso,Homem,PQ-2,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,William Chiappim Junior,Homem,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,William de Souza Santos,Homem,PQ-C,UFS,SE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Willian Massashi Hisano Natori,Homem,PQ-C,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wilson Aires Ortiz,Homem,PQ-1D,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Wilson José da Silva,Homem,PQ-C,UTFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Winder Alexander de Moura Melo,Homem,PQ-1D,UFV,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Yan Levin,Homem,PQ-1A,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Yara Galvão Gobato,Mulher,PQ-1D,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Yutao Xing,Homem,PQ-1D,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Zélia Maria Da Costa Ludwig,Mulher,PQ-2,UFJF,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Éder José Guidelli,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Abelmon da Silva Gesteira,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Genética,Adenilson de Souza da Fonseca,Homem,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Adriana Ribeiro Carneiro Nunes,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Genética,Alexandre Luis Padovan Aleixo,Homem,PQ-1B,ITV,PA,Norte
Ciências da Vida,Genética,Alexandre Melo Bailão,Homem,PQ-2,UFG,GO,Centro-Oeste
Ciências da Vida,Genética,Ana Carolina Paulo Vicente,Mulher,PQ-1C,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Ana Cristina Victorino Krepischi,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Genética,Ana Lucia Brunialti Godard,Mulher,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Genética,Ana Tereza Ribeiro de Vasconcelos,Mulher,PQ-1A,LNCC,RJ,Sudeste
Ciências da Vida,Genética,Analía Del Valle Garnero,Mulher,PQ-2,UNIPAMPA,RS,Sul
Ciências da Vida,Genética,Anderson Ferreira da Cunha,Homem,PQ-2,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Andre Luiz Mencalha,Homem,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Andrea Kely Campos Ribeiro dos Santos,Mulher,PQ-1D,UFPA,PA,Norte
Ciências da Vida,Genética,Andrea Pedrosa Harand,Mulher,PQ-1B,UFPE,PE,Nordeste
Ciências da Vida,Genética,Andreia Carina Turchetto Zolet,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Genética,André Felipe Andrade dos Santos,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,André Luís Laforga Vanzela,Homem,PQ-1D,UEL,PR,Sul
Ciências da Vida,Genética,Andréa Laurato Sertié,Mulher,PQ-2,IIEPAE,SP,Sudeste
Ciências da Vida,Genética,Andréia Machado Leopoldino,Mulher,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Anete Pereira de Souza,Mulher,PQ-1A,UNICAMP,SP,Sudeste
Ciências da Vida,Genética,Angel Roberto Barchuk,Homem,PQ-C,UNIFAL/MG,AL,Nordeste
Ciências da Vida,Genética,Angelica Beate Winter Boldt,Mulher,PQ-C,UFPR,PR,Sul
Ciências da Vida,Genética,Antonio Carlos de Freitas,Homem,PQ-1C,UFPE,PE,Nordeste
Ciências da Vida,Genética,Antonio Roberto Lucena de Araújo,Homem,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Genética,Aristóbolo Mendes da Silva,Homem,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Genética,Augusto Schrank,Homem,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Genética,Beatriz Mello Carvalho,Mulher,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Beny Spira,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Boscolli Barbosa Pereira,Homem,PQ-1D,UFU,MG,Sudeste
Ciências da Vida,Genética,Bruno Dallagiovanna Muñiz,Homem,PQ-C,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Carlos Eduardo Guerra Schrago,Homem,PQ-A,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Carlos Fernando Araujo Lima de Oliveira,Homem,PQ-C,UNIRIO,RJ,Sudeste
Ciências da Vida,Genética,Carlos Frederico Martins Menck,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Genética,Carlos Renato Machado,Homem,PQ-1C,UFMG,MG,Sudeste
Ciências da Vida,Genética,Carlos Takeshi Hotta,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Celso Teixeira Mendes Junior,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Charley Christian Staats,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Genética,Claiton Henrique Dotto Bau,Homem,PQ-B,UFRGS,RS,Sul
Ciências da Vida,Genética,Clarissa Ribeiro Reily Rocha,Mulher,PQ-C,UNIFESP,SP,Sudeste
Ciências da Vida,Genética,Claudia Augusta de Moraes Russo,Mulher,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Claudia Barros Monteiro Vitorello,Mulher,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Claudia Marcia Aparecida Carareto,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Genética,Claudia Rohde,Mulher,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Genética,Claudio de Oliveira,Homem,PQ-A,UNESP,SP,Sudeste
Ciências da Vida,Genética,Cleusa Yoshiko Nagamachi,Mulher,PQ-1C,UFPA,PA,Norte
Ciências da Vida,Genética,Clicia Grativol Gaspar de Matos,Mulher,PQ-2,UENF,RJ,Sudeste
Ciências da Vida,Genética,Constância Flávia Junqueira Ayres Lopes,Mulher,PQ-1D,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Cristiana Libardi Miranda Furtado,Mulher,PQ-2,UNIFOR,CE,Nordeste
Ciências da Vida,Genética,Cynthia Canêdo da Silva,Mulher,PQ-1D,UFV,MG,Sudeste
Ciências da Vida,Genética,Cynthia Chester Cardoso,Mulher,PQ-1D,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Célia Maria de Almeida Soares,Mulher,PQ-A,UFG,GO,Centro-Oeste
Ciências da Vida,Genética,Cíntia Barros Santos-Rebouças,Mulher,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Daisy Crispim Moreira,Mulher,PQ-1B,HCPA,RS,Sul
Ciências da Vida,Genética,Daisy Maria Fávero Salvadori,Mulher,PQ-1B,UNESP,SP,Sudeste
Ciências da Vida,Genética,Daniel Cardoso de Carvalho,Homem,PQ-2,PUC Minas,MG,Sudeste
Ciências da Vida,Genética,Daniel Leite Góes Gitaí,Homem,PQ-C,UFAL,AL,Nordeste
Ciências da Vida,Genética,Daniel Pacheco Bruschi,Homem,PQ-C,UFPR,PR,Sul
Ciências da Vida,Genética,Daniel Scherer de Moura,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Genética,Daniel Simon,Homem,PQ-2,PUCRS,RS,Sul
Ciências da Vida,Genética,Daniela Fiori Gradia,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Genética,Danielle Biscaro Pedrolli,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Genética,Danielle Malheiros Ferreira,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Genética,Danielle Queiroz Calcagno,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Genética,Debora Aparecida Pires de Campos Zuccari,Mulher,PQ-1B,FAMERP,SP,Sudeste
Ciências da Vida,Genética,Denilce Meneses Lopes,Mulher,PQ-2,UFV,MG,Sudeste
Ciências da Vida,Genética,Denise Crispim Tavares,Mulher,PQ-1C,UNIFRAN,SP,Sudeste
Ciências da Vida,Genética,Diego Luiz Rovaris,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Dinara Jaqueline Moura,Mulher,PQ-2,UFCSPA,RS,Sul
Ciências da Vida,Genética,Diogo Cavalcanti Cabral de Mello,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Genética,Diogo Meyer,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Edenir Inez Palmero,Mulher,PQ-1D,INCA,RJ,Sudeste
Ciências da Vida,Genética,Edivaldo Herculano Correa de Oliveira,Homem,PQ-1B,IEC,PA,Norte
Ciências da Vida,Genética,Eduardo Eizirik,Homem,PQ-A,PUCRS,RS,Sul
Ciências da Vida,Genética,Eduardo Martín Tarazona Santos,Homem,PQ-B,UFMG,MG,Sudeste
Ciências da Vida,Genética,Elgion Lucio da Silva Loreto,Homem,PQ-A,UFSM,RS,Sul
Ciências da Vida,Genética,Eliana Feldberg,Mulher,PQ-1C,INPA,AM,Norte
Ciências da Vida,Genética,Eliana Saul Furquim Werneck Abdelhay,Mulher,PQ-A,INCA,RJ,Sudeste
Ciências da Vida,Genética,Elizabeth Pacheco Batista Fontes,Mulher,PQ-1A,UFV,MG,Sudeste
Ciências da Vida,Genética,Elza Tiemi Sakamoto Hojo,Mulher,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Genética,Enilze Maria de Souza Fonseca Ribeiro,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Genética,Eny Maria Goloni-Bertollo,Mulher,PQ-1D,FAMERP,SP,Sudeste
Ciências da Vida,Genética,Erick da Cruz Castelli,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Genética,Etel Rodrigues Pereira Gimba,Mulher,PQ-1D,UFF,RJ,Sudeste
Ciências da Vida,Genética,Fabiana Barzotto Kohlrausch,Mulher,PQ-2,UFF,RJ,Sudeste
Ciências da Vida,Genética,Fabiana Fernandes Bressan,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Fabiano Salgueiro,Homem,PQ-2,UNIRIO,RJ,Sudeste
Ciências da Vida,Genética,Fabienne Florence Lucienne Micheli,Mulher,PQ-1C,UESC,BA,Nordeste
Ciências da Vida,Genética,Fabio Passetti,Homem,PQ-2,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Fabio Pittella Silva,Homem,PQ-C,UnB,DF,Centro-Oeste
Ciências da Vida,Genética,Fabio Tebaldi Silveira Nogueira,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Genética,Fabiola Attie de Castro,Mulher,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Fabrício Rodrigues dos Santos,Homem,PQ-1A,UFMG,MG,Sudeste
Ciências da Vida,Genética,Federico David Brown Almeida,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Felipe Saldanha de Araujo,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Genética,Felipe dos Santos Maraschin,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Genética,Fernanda Rabaioli da Silva,Mulher,PQ-C,UNILASALLE,RS,Sul
Ciências da Vida,Genética,Fernanda Rodrigues Soares,Mulher,PQ-2,UFTM,MG,Sudeste
Ciências da Vida,Genética,Fernanda Sales Luiz Vianna,Mulher,PQ-B,UFRGS,RS,Sul
Ciências da Vida,Genética,Flavia Figueira Aburjaile,Mulher,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Genética,Flavio Henrique da Silva,Homem,PQ-1C,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Flávia Aparecida Resende Nogueira,Mulher,PQ-C,UNIARA,SP,Sudeste
Ciências da Vida,Genética,Francisco Prosdocimi de Castro Santos,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Francismar Corrêa Marcelino-Guimarães,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Genética,Frederico Henning,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Gabriel Henrique Marroig Zambonato,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Genética,Gabriel da Luz Wallau,Homem,PQ-1D,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Geraldo Aleixo da Silva Passos Júnior,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Genética,Gilberto Sachetto Martins,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Gilderlanio Santana de Araújo,Homem,PQ-C,UFPA,PA,Norte
Ciências da Vida,Genética,Giovana Tardin Torrezan,Mulher,PQ-1D,FAP,PR,Sul
Ciências da Vida,Genética,Gisela de Aragão Umbuzeiro,Mulher,PQ-1A,UNICAMP,SP,Sudeste
Ciências da Vida,Genética,Glenda Nicioli da Silva,Mulher,PQ-2,UFOP,MG,Sudeste
Ciências da Vida,Genética,Goia de Mattos Lyra,Mulher,PQ-C,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Goncalo Apolinario de Souza Filho,Homem,PQ-1D,UENF,RJ,Sudeste
Ciências da Vida,Genética,Guilherme Baldo,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Genética,Gustavo Campos e Silva Kuhn,Homem,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Genética,Gustavo Henrique Goldman,Homem,PQ-A,USP,SP,Sudeste
Ciências da Vida,Genética,Gustavo Maruyama Mori,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Genética,Helena Maria Marcolla Araujo,Mulher,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Howard Lopes Ribeiro Junior,Homem,PQ-2,UFC,CE,Nordeste
Ciências da Vida,Genética,Inácio de Loiola Meirelles Junqueira de Azevedo,Homem,PQ-A,IBU,SP,Sudeste
Ciências da Vida,Genética,Iran Malavazi,Homem,PQ-1D,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Israel Felzenszwalb,Homem,PQ-1C,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Israel Tojal Da Silva,Homem,PQ-1D,FAP,PR,Sul
Ciências da Vida,Genética,Ivana Beatrice Mânica Da Cruz,Mulher,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Genética,Ivanildo Pedro de Sousa Junior,Homem,PQ-2,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Izabel Cristina Rodrigues da Silva,Mulher,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Genética,Izeni Pires Farias,Mulher,PQ-1C,UFAM,AM,Norte
Ciências da Vida,Genética,Janete Maria Cerutti,Mulher,PQ-1D,UNIFESP,SP,Sudeste
Ciências da Vida,Genética,Jaqueline Carvalho de Oliveira,Mulher,PQ-C,UFPR,PR,Sul
Ciências da Vida,Genética,Jaqueline de Azevêdo Silva,Mulher,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Genética,Jenifer Saffi,Mulher,PQ-1C,UFCSPA,RS,Sul
Ciências da Vida,Genética,Joao Farias Guerreiro,Homem,PQ-2,UFPA,PA,Norte
Ciências da Vida,Genética,Jonas Alex Morales Saute,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Genética,Jose Artur Bogo Chies,Homem,PQ-A,UFRGS,RS,Sul
Ciências da Vida,Genética,José Andrés Yunes,Homem,PQ-1D,BOLDRINI,SP,Sudeste
Ciências da Vida,Genética,José Freire da Silva Neto,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,José Ivo Baldani,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Genética,João Bráullio de Luna Sales,Homem,PQ-C,UFPA,PA,Norte
Ciências da Vida,Genética,Julia Pinheiro Chagas da Cunha,Mulher,PQ-C,IBU,SP,Sudeste
Ciências da Vida,Genética,Juliana Forte Mazzeu de Araújo,Mulher,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Genética,Juliana da Silva,Mulher,PQ-A,UNILASALLE,RS,Sul
Ciências da Vida,Genética,Julio Cesar Pieczarka,Homem,PQ-1C,UFPA,PA,Norte
Ciências da Vida,Genética,Julliane Tamara Araújo de Melo Campos,Mulher,PQ-C,UFRN,RN,Nordeste
Ciências da Vida,Genética,Jurandir Vieira de Magalhaes,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Genética,Karina Braga Gomes,Mulher,PQ-1D,UFMG,MG,Sudeste
Ciências da Vida,Genética,Katia Castanho Scortecci,Mulher,PQ-2,UFRN,RN,Nordeste
Ciências da Vida,Genética,Klaus Hartmann Hartfelder,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Genética,Laura Helena Vega Gonzales Gil,Mulher,PQ-1D,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Lavinia Schuler Faccini,Mulher,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Genética,Leandro Marcio Moreira,Homem,PQ-C,UFOP,MG,Sudeste
Ciências da Vida,Genética,Leonor Gusmão,Mulher,PQ-1B,UERJ,RJ,Sudeste
Ciências da Vida,Genética,Letícia Ferro Leal,Mulher,PQ-2,FPXII,SP,Sudeste
Ciências da Vida,Genética,Lizandra Jaqueline Robe,Mulher,PQ-C,UFSM,RS,Sul
Ciências da Vida,Genética,Lucas André Cavalcanti Brandão,Homem,PQ-2,UFPE,PE,Nordeste
Ciências da Vida,Genética,Lucas Rosa Fraga,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Genética,Luciana Bolsoni Lourenço,Mulher,PQ-C,UNICAMP,SP,Sudeste
Ciências da Vida,Genética,Luciana Oliveira de Almeida,Mulher,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Luciana Tovo Rodrigues,Mulher,PQ-C,UFPEL,RS,Sul
Ciências da Vida,Genética,Luciane Almeida Amado Leon,Mulher,PQ-C,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Lucy Seldin,Mulher,PQ-1B,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Lucymara Fassarella Agnez Lima,Mulher,PQ-1A,UFRN,RN,Nordeste
Ciências da Vida,Genética,Luis Gustavo Carvalho Pacheco,Homem,PQ-C,UFBA,BA,Nordeste
Ciências da Vida,Genética,Luiz Filipe Protasio Pereira,Homem,PQ-2,IDR-Paraná,PR,Sul
Ciências da Vida,Genética,Lygia da Veiga Pereira,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Lúcio Fábio Caldas Ferraz,Homem,PQ-C,USF,SP,Sudeste
Ciências da Vida,Genética,Maite Vaslin de Freitas Silva,Mulher,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Marcelo Alves Soares,Homem,PQ-B,INCA,RJ,Sudeste
Ciências da Vida,Genética,Marcelo Falsarella Carazzolle,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Genética,Marcelo Nazareno Vallinoto de Souza,Homem,PQ-2,UFPA,PA,Norte
Ciências da Vida,Genética,Marcelo Ricardo Vicari,Homem,PQ-2,UEPG,PR,Sul
Ciências da Vida,Genética,Marcelo Rizzatti Luizon,Homem,PQ-1D,UFMG,MG,Sudeste
Ciências da Vida,Genética,Marcelo Santos da Silva,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Marcelo Távora Mira,Homem,PQ-C,PUC/PR,PR,Sul
Ciências da Vida,Genética,Marcelo de Bello Cioffi,Homem,PQ-1B,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Marcelo de Macedo Brigido,Homem,PQ-C,UnB,DF,Centro-Oeste
Ciências da Vida,Parasitologia,Paulo Marcos Zech Coelho,Homem,PQ-SR,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Marcia Maria Auxiliadora Naschenveng Pinheiro Margis,Mulher,PQ-1A,UFRGS,RS,Sul
Ciências da Vida,Genética,Marcia Maria Chiquitelli Marques Silveira,Mulher,PQ-C,FPXII,SP,Sudeste
Ciências da Vida,Genética,Marcio de Castro Silva Filho,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Genética,Marcos Andre Cavalcanti Bezerra,Homem,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Genética,Marcos Roberto Chiaratti,Homem,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Marcus Vinicius de Aragão Batista,Homem,PQ-2,UFS,SE,Nordeste
Ciências da Vida,Genética,Maria Cristina Arias,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Maria Cátira Bortolini,Mulher,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Genética,Maria Dulcetti Vibranovski,Mulher,PQ-C,USP,SP,Sudeste
Ciências da Vida,Genética,Maria Elena Crespo López,Mulher,PQ-1D,UFPA,PA,Norte
Ciências da Vida,Genética,Maria Helena de Souza Goldman,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Maria Iracilda da Cunha Sampaio,Mulher,PQ-1B,UFPA,PA,Norte
Ciências da Vida,Genética,Maria Isabel Nogueira Cano,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Genética,Maria Isabel de Souza Aranha Melaragno,Mulher,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Genética,Maria Luiza Petzl-Erler,Mulher,PQ-1B,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Planejamento Urbano e Regional,Henri Acselrad,Homem,PQ-SR,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Probabilidade e Estatística,Helio dos Santos Migon,Homem,PQ-SR,UFRJ,RJ,Sudeste
Ciências da Vida,Genética,Maria Rita dos Santos e Passos Bueno,Mulher,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Probabilidade e Estatística,Jorge Alberto Achcar,Homem,PQ-SR,USP,SP,Sudeste
Ciências da Vida,Genética,Maria Tercilia Vilela de Azeredo Oliveira,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Genética,Mariana Camargo Maschietto,Mulher,PQ-C,BOLDRINI,SP,Sudeste
Ciências da Vida,Genética,Mariana Emerenciano Cavalcanti de Sá,Mulher,PQ-1D,INCA,RJ,Sudeste
Ciências da Vida,Genética,Mariana Freitas Nery,Mulher,PQ-C,UNICAMP,SP,Sudeste
Ciências da Vida,Genética,Mariana Gobbo Braz,Mulher,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Genética,Marianne Rodrigues Fernandes,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Genética,Marie-Anne Van Sluys,Mulher,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Genética,Marilia de Freitas Calmon,Mulher,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Genética,Marisa Fabiana Nicolás,Mulher,PQ-2,LNCC,RJ,Sudeste
Ciências da Vida,Genética,Mariz Vainzof,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Genética,Marta Giovanetti,Mulher,PQ-1C,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,María Sol Brassesco Annichini,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Genética,Mateus Jose Sudano,Homem,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Genética,Mateus Nóbrega Aoki,Homem,PQ-2,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Genética,Mauro Antônio Alves Castro,Homem,PQ-C,UFPR,PR,Sul
